date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result,area_name,wasIncumbent
2013-05-05,SE-12,Sabah,N.06 Tempasuk,2,Hj. Ag. Laiman Bin Hj. Ikin,18433,PAS,3,3285,23.687626189789444,lost,Tempasuk,False
2013-05-05,SE-12,Sabah,N.06 Tempasuk,3,Suwah Bin Buleh @ Bulleh,13433,STAR,64,1769,12.755985001442168,lost,Tempasuk,False
2013-05-05,SE-12,Sabah,N.06 Tempasuk,4,Datuk Musbah Jamli,18435,BN,25,8495,61.25612921834439,won,Tempasuk,True
2013-05-05,SE-12,Sabah,N.07 Kadamaian,1,Herbert Timbon Lagadan,17106,BN,25,4988,37.53480322070886,lost,Kadamaian,True
2013-05-05,SE-12,Sabah,N.07 Kadamaian,2,Ukoh @ Jeremmy Bin Malajad @ Malazad,18437,PKR,11,5877,44.224546617503194,won,Kadamaian,False
2013-05-05,SE-12,Sabah,N.07 Kadamaian,3,Rubbin Bin Guribah,18438,STAR,64,1877,14.124463842275567,lost,Kadamaian,False
2013-05-05,SE-12,Sabah,N.07 Kadamaian,4,Peter Marajin,17105,SAPP,66,547,4.116186319512378,lost_deposit,Kadamaian,False
2013-05-05,SE-12,Sabah,N.08 Usukan,1,Salleh Said Keruak,4307,BN,25,10879,71.42669555511785,won,Usukan,False
2013-05-05,SE-12,Sabah,N.08 Usukan,2,Bakhruddin Bin Ismail,18441,STAR,64,285,1.8711837699428797,lost_deposit,Usukan,False
2013-05-05,SE-12,Sabah,N.08 Usukan,3,Haji Mustapha Bin Haji Sakmud,18442,PKR,11,4067,26.702120674939266,lost,Usukan,False
2013-05-05,SE-12,Sabah,N.09 Tamparuli,1,Datuk Seri Panglima Wilfred M. Bumburing,18443,PKR,11,6862,48.18481848184818,won,Tamparuli,False
2013-05-05,SE-12,Sabah,N.09 Tamparuli,2,Linggu @ Edward Bin Bukut,14624,STAR,64,589,4.135945509444562,lost_deposit,Tamparuli,False
2013-05-05,SE-12,Sabah,N.09 Tamparuli,3,Stephan Bin Gaimin,18445,SAPP,66,185,1.299066076820448,lost_deposit,Tamparuli,False
2013-05-05,SE-12,Sabah,N.09 Tamparuli,4,Dr. James Ongkili Jr.,18446,BEBAS,1,126,0.8847693279966296,lost_deposit,Tamparuli,False
2013-05-05,SE-12,Sabah,N.09 Tamparuli,5,Jahid Jahim,17110,BN,25,6479,45.495400603890175,lost,Tamparuli,True
2013-05-05,SE-12,Sabah,N.10 Sulaman,1,Hajiji Bin Haji Noor,12333,BN,25,13065,78.72853269056945,won,Sulaman,True
2013-05-05,SE-12,Sabah,N.10 Sulaman,2,David Bin Orok,18449,STAR,64,225,1.3558300692979812,lost_deposit,Sulaman,False
2013-05-05,SE-12,Sabah,N.10 Sulaman,3,Arifin Bin Harith,18450,BEBAS,1,66,0.39771015366074114,lost_deposit,Sulaman,False
2013-05-05,SE-12,Sabah,N.10 Sulaman,4,Gulabdin @ Ghulabdin Bin Enjih,18451,PKR,11,2624,15.811991563724012,lost,Sulaman,False
2013-05-05,SE-12,Sabah,N.10 Sulaman,5,Ali Akbar Kawi,18452,BEBAS,1,615,3.7059355227478155,lost_deposit,Sulaman,False
2013-05-05,SE-12,Sabah,N.11 Kiulu,1,Tindil Bin Gonsobil @ Sindin,18453,SAPP,66,129,1.4149391247120764,lost_deposit,Kiulu,False
2013-05-05,SE-12,Sabah,N.11 Kiulu,2,John Bin Hussein,18454,BEBAS,1,517,5.670725019194911,lost_deposit,Kiulu,False
2013-05-05,SE-12,Sabah,N.11 Kiulu,3,Rhodes Bin Panilau,18455,PKR,11,3701,40.594493802786005,lost,Kiulu,False
2013-05-05,SE-12,Sabah,N.11 Kiulu,4,Terence Sinti,18456,STAR,64,1025,11.242733355270374,lost_deposit,Kiulu,False
2013-05-05,SE-12,Sabah,N.11 Kiulu,5,Joniston Bin Lumai @ Bangkuai,18457,BN,25,3745,41.07710869803663,won,Kiulu,False
2013-05-05,SE-12,Sabah,N.12 Karambunai,1,Muali Bin Aching,18458,PKR,11,5542,24.43562610229277,lost,Karambunai,False
2013-05-05,SE-12,Sabah,N.12 Karambunai,2,Ag. Maidin Bin Ag. Apong,18459,BEBAS,1,171,0.753968253968254,lost_deposit,Karambunai,False
2013-05-05,SE-12,Sabah,N.12 Karambunai,3,Aziz Bin Ibrahim,7235,SAPP,66,1977,8.716931216931217,lost_deposit,Karambunai,False
2013-05-05,SE-12,Sabah,N.12 Karambunai,4,Rano Bin Susulan,18461,BEBAS,1,172,0.7583774250440917,lost_deposit,Karambunai,False
2013-05-05,SE-12,Sabah,N.12 Karambunai,5,Jainab Binti Ahmad,15806,BN,25,14818,65.33509700176367,won,Karambunai,True
2013-05-05,SE-12,Sabah,N.13 Inanam,1,Dr. Roland Chia Ming Shen,18463,PKR,11,8926,45.418002340609576,won,Inanam,False
2013-05-05,SE-12,Sabah,N.13 Inanam,2,Eric E. Majimbun,3544,SAPP,66,5003,25.456673281432863,lost,Inanam,False
2013-05-05,SE-12,Sabah,N.13 Inanam,3,Joseph P . Lantip,18465,BN,25,5724,29.12532437795756,lost,Inanam,False
2013-05-05,SE-12,Sabah,N.14 Likas,1,Wong Hong Jun,18466,DAP,18,7746,67.46211461417872,won,Likas,False
2013-05-05,SE-12,Sabah,N.14 Likas,2,Chin Shu Ying,18467,BN,25,2094,18.237240898798117,lost,Likas,False
2013-05-05,SE-12,Sabah,N.14 Likas,3,Yong Teck Lee,2837,SAPP,66,1487,12.950705452011846,lost,Likas,False
2013-05-05,SE-12,Sabah,N.14 Likas,4,Prof Dr Martin Ho,18469,STAR,64,155,1.349939035011322,lost_deposit,Likas,False
2013-05-05,SE-12,Sabah,N.15 Api-Api,1,Christina Liew,3204,PKR,11,5853,49.64376590330789,won,Api-Api,False
2013-05-05,SE-12,Sabah,N.15 Api-Api,2,Marcel Jude A/L Ms Joseph,18471,BEBAS,1,14,0.11874469889737065,lost_deposit,Api-Api,False
2013-05-05,SE-12,Sabah,N.15 Api-Api,3,Wong Yit Ming,12482,SAPP,66,713,6.047497879558948,lost_deposit,Api-Api,False
2013-05-05,SE-12,Sabah,N.15 Api-Api,4,Felix Chong Kat Fah,18473,STAR,64,152,1.289228159457167,lost_deposit,Api-Api,False
2013-05-05,SE-12,Sabah,N.15 Api-Api,5,Dr Yee Moh Chai,2840,BN,25,5058,42.900763358778626,lost,Api-Api,True
2013-05-05,SE-12,Sabah,N.16 Luyang,1,Melanie Chia Chui Ket,17129,SAPP,66,1694,10.787747564159716,lost_deposit,Luyang,True
2013-05-05,SE-12,Sabah,N.16 Luyang,2,Agnes Shim Tshin Nyuk,18476,BN,25,2537,16.15614850665478,lost,Luyang,False
2013-05-05,SE-12,Sabah,N.16 Luyang,3,Hiew King Cheu,3203,DAP,18,11213,71.40673756607018,won,Luyang,False
2013-05-05,SE-12,Sabah,N.16 Luyang,4,Jafery J. @ Jet Fei Lee,18478,STAR,64,259,1.6493663631153281,lost_deposit,Luyang,False
2013-05-05,SE-12,Sabah,N.17 Tanjong Aru,1,Ir. Edward Yong Oui Fah,17132,BN,25,9099,54.842987161714184,won,Tanjong Aru,True
2013-05-05,SE-12,Sabah,N.17 Tanjong Aru,2,Salleh Bin Tiasi @ Tiaseh,15824,STAR,64,750,4.520523175215478,lost_deposit,Tanjong Aru,False
2013-05-05,SE-12,Sabah,N.17 Tanjong Aru,3,Hamid Bin Ismail,18481,PAS,3,5409,32.60201313965403,lost,Tanjong Aru,False
2013-05-05,SE-12,Sabah,N.17 Tanjong Aru,4,Richard Yong We Kong,18482,SAPP,66,1333,8.034476523416311,lost_deposit,Tanjong Aru,False
2013-05-05,SE-12,Sabah,N.18 Petagas,1,Awang Ahmad Sah,3206,STAR,64,1111,8.912241296326007,lost_deposit,Petagas,False
2013-05-05,SE-12,Sabah,N.18 Petagas,2,Yahyah @ Yahya Bin Hussin @ Ag Husin,13506,BN,25,8504,68.21755174073479,won,Petagas,True
2013-05-05,SE-12,Sabah,N.18 Petagas,3,Mat Yunin @ Mohd Yunin Bin Atin,18485,PKR,11,2851,22.870206962939193,lost,Petagas,False
2013-05-05,SE-12,Sabah,N.19 Kapayan,1,Edward Khoo Keok Hai,17137,BN,25,5733,26.661396084267313,lost,Kapayan,True
2013-05-05,SE-12,Sabah,N.19 Kapayan,2,Phillip Among @ Daniel Dell Fidelis,18487,STAR,64,720,3.3483699948844348,lost_deposit,Kapayan,False
2013-05-05,SE-12,Sabah,N.19 Kapayan,3,Dr Edwin @ Jack Bosi,3550,DAP,18,13020,60.549690740826854,won,Kapayan,False
2013-05-05,SE-12,Sabah,N.19 Kapayan,4,Chong Pit Fah,18489,SAPP,66,2030,9.440543180021391,lost_deposit,Kapayan,False
2013-05-05,SE-12,Sabah,N.20 Moyog,1,Terrence Alon Siambun,18490,PKR,11,7462,51.02571115973742,won,Moyog,False
2013-05-05,SE-12,Sabah,N.20 Moyog,2,Bernard Lawrence Solibun,18491,STAR,64,603,4.12335886214442,lost_deposit,Moyog,False
2013-05-05,SE-12,Sabah,N.20 Moyog,3,Danim @ Aloysius Bin Siap,18492,SAPP,66,779,5.326859956236324,lost_deposit,Moyog,False
2013-05-05,SE-12,Sabah,N.20 Moyog,4,Datuk Philip Benedict Lasimbang,18493,BN,25,5780,39.52407002188184,lost,Moyog,False
2013-05-05,SE-12,Sabah,N.21 Kawang,1,Dzulkefli Safar,18494,PKR,11,3401,20.176791646891314,lost,Kawang,False
2013-05-05,SE-12,Sabah,N.21 Kawang,2,Edward Dagul,18495,SAPP,66,906,5.374940673943996,lost_deposit,Kawang,False
2013-05-05,SE-12,Sabah,N.21 Kawang,3,Akop Bin Damsah @ Yakup Bin Damsah,18496,STAR,64,248,1.4712861888941622,lost_deposit,Kawang,False
2013-05-05,SE-12,Sabah,N.21 Kawang,4,Datuk Gulamhaidar @ Yusof Bin Khan Bahadar,15837,BN,25,12301,72.97698149027053,won,Kawang,True
2013-05-05,SE-12,Sabah,N.22 Pantai Manis,1,Abdul Rahim Bin Ismail,8390,BN,25,9639,60.71811023622047,won,Pantai Manis,True
2013-05-05,SE-12,Sabah,N.22 Pantai Manis,2,Noraizal Bin Mohd Noor,18499,SAPP,66,403,2.5385826771653544,lost_deposit,Pantai Manis,False
2013-05-05,SE-12,Sabah,N.22 Pantai Manis,3,Fred Bin Gabriel,18500,PKR,11,5230,32.94488188976378,lost,Pantai Manis,False
2013-05-05,SE-12,Sabah,N.22 Pantai Manis,4,Baharudin @ Baharuddin Bin Nayan,18501,STAR,64,603,3.798425196850394,lost_deposit,Pantai Manis,False
2013-05-05,SE-12,Sabah,N.23 Bongawan,1,Mohamad Bin Haji Alamin,18502,BN,25,7443,59.04799682665609,won,Bongawan,False
2013-05-05,SE-12,Sabah,N.23 Bongawan,2,Awang Talip Bin Awang Bagul,18503,SAPP,66,335,2.657675525585085,lost_deposit,Bongawan,False
2013-05-05,SE-12,Sabah,N.23 Bongawan,3,Tan Sri Ibrahim Bin Menudin,18504,PKR,11,4051,32.13804046013487,lost,Bongawan,False
2013-05-05,SE-12,Sabah,N.23 Bongawan,4,Ak Aliuddin,2846,BEBAS,1,455,3.609678698928996,lost_deposit,Bongawan,False
2013-05-05,SE-12,Sabah,N.23 Bongawan,5,Assim @ Hassim Bin Matali,18506,STAR,64,321,2.5466084886949627,lost_deposit,Bongawan,False
2013-05-05,SE-12,Sabah,N.24 Membakut,1,Mohd Arifin Bin Mohd Arif,15842,BN,25,6547,65.31976454155442,won,Membakut,True
2013-05-05,SE-12,Sabah,N.24 Membakut,2,Narawi @ Sinar Bin Ahmad,18508,PKR,11,3037,30.300309288636136,lost,Membakut,False
2013-05-05,SE-12,Sabah,N.24 Membakut,3,Banjimin Ondoi,18509,SAPP,66,300,2.9931158335827597,lost_deposit,Membakut,False
2013-05-05,SE-12,Sabah,N.24 Membakut,4,Jaapar Bin Ag Gador,18510,STAR,64,139,1.3868103362266786,lost_deposit,Membakut,False
2013-05-05,SE-12,Sabah,N.25 Klias,1,Mohd. Sanusi Bin Taripin,18511,SAPP,66,182,1.4305926741078447,lost_deposit,Klias,False
2013-05-05,SE-12,Sabah,N.25 Klias,2,Aliapa Bin Osman,18512,STAR,64,71,0.5580883508882252,lost_deposit,Klias,False
2013-05-05,SE-12,Sabah,N.25 Klias,3,Lajim Bin Ukin,10231,PKR,11,6324,49.70916522559346,won,Klias,False
2013-05-05,SE-12,Sabah,N.25 Klias,4,Isnin Bin Hj. Aliasnih,18514,BN,25,6145,48.30215374941047,lost,Klias,False
2013-05-05,SE-12,Sabah,N.26 Kuala Penyu,1,Jusbian Bin Kenneth,18515,BEBAS,1,44,0.34812880765883375,lost_deposit,Kuala Penyu,False
2013-05-05,SE-12,Sabah,N.26 Kuala Penyu,2,Limus Bin Jury,18516,BN,25,7311,57.84476619985759,won,Kuala Penyu,False
2013-05-05,SE-12,Sabah,N.26 Kuala Penyu,3,John Ghani,18517,PKR,11,5038,39.860748476936465,lost,Kuala Penyu,False
2013-05-05,SE-12,Sabah,N.26 Kuala Penyu,4,Ining Bin Sinten @ Alexander Sintin,18518,STAR,64,154,1.2184508268059182,lost_deposit,Kuala Penyu,False
2013-05-05,SE-12,Sabah,N.26 Kuala Penyu,5,Haji Md. Tajuddin Bin Hj. Md. Walli,18519,BEBAS,1,92,0.7279056887411979,lost_deposit,Kuala Penyu,False
2013-05-05,SE-12,Sabah,N.27 Lumadan,1,Abdul Rahman Bin Md Yakub,2848,PKR,11,2303,20.06796793307773,lost,Lumadan,False
2013-05-05,SE-12,Sabah,N.27 Lumadan,2,Jamain Bin Sarudin,18521,SAPP,66,143,1.2460787730916696,lost_deposit,Lumadan,False
2013-05-05,SE-12,Sabah,N.27 Lumadan,3,Rapahi Bin Edris,18522,BEBAS,1,2476,21.575461833391426,lost,Lumadan,False
2013-05-05,SE-12,Sabah,N.27 Lumadan,4,Kamarlin Bin Ombi,18523,BN,25,6338,55.22830254444057,won,Lumadan,True
2013-05-05,SE-12,Sabah,N.27 Lumadan,5,Hj Saudi Bin Suhaili,18524,BEBAS,1,69,0.6012547926106657,lost_deposit,Lumadan,False
2013-05-05,SE-12,Sabah,N.27 Lumadan,6,Mohd Jaafar Bin Ibrahim,18525,STAR,64,147,1.28093412338794,lost_deposit,Lumadan,False
2013-05-05,SE-12,Sabah,N.28 Sindumin,1,Harunsah Bin Ibrahim,18526,PKR,11,3701,30.21964562750061,lost,Sindumin,False
2013-05-05,SE-12,Sabah,N.28 Sindumin,2,Semion @ Fred Semion Bin Sakai,18527,STAR,64,165,1.3472687188699273,lost_deposit,Sindumin,False
2013-05-05,SE-12,Sabah,N.28 Sindumin,3,Amde @ Hamdi Bin Sidik,18528,SAPP,66,357,2.914999591736752,lost_deposit,Sindumin,False
2013-05-05,SE-12,Sabah,N.28 Sindumin,4,Hj Ahmad Hj Bujang,18529,BN,25,8024,65.51808606189272,won,Sindumin,True
2013-05-05,SE-12,Sabah,N.29 Kundasang,1,Jain Sauting,18530,STAR,64,1117,11.135480011962914,lost_deposit,Kundasang,False
2013-05-05,SE-12,Sabah,N.29 Kundasang,2,Cleftus Stephen Spine,4319,BEBAS,1,87,0.867311334861928,lost_deposit,Kundasang,False
2013-05-05,SE-12,Sabah,N.29 Kundasang,3,Satiol Bin Indong,18532,PKR,11,2231,22.2410527365168,lost,Kundasang,False
2013-05-05,SE-12,Sabah,N.29 Kundasang,4,Joachim Gunsalam,15855,BN,25,4206,41.93001694746287,won,Kundasang,True
2013-05-05,SE-12,Sabah,N.29 Kundasang,5,Japiril Bin Suhaimin,12346,SAPP,66,2102,20.955039377928422,lost,Kundasang,False
2013-05-05,SE-12,Sabah,N.29 Kundasang,6,Sam Hondou,18535,BEBAS,1,288,2.871099591267072,lost_deposit,Kundasang,False
2013-05-05,SE-12,Sabah,N.30 Karanaan,1,Datuk Masidi Manjun,17173,BN,25,6292,61.795325083480655,won,Karanaan,True
2013-05-05,SE-12,Sabah,N.30 Karanaan,2,Jalibin Bin Paidi,18537,STAR,64,1067,10.479277155765075,lost_deposit,Karanaan,False
2013-05-05,SE-12,Sabah,N.30 Karanaan,3,Mat Jaili Samat,17177,BEBAS,1,31,0.3044588489491259,lost_deposit,Karanaan,False
2013-05-05,SE-12,Sabah,N.30 Karanaan,4,Muhiddin Yusin,18539,PKR,11,2792,27.42093891180515,lost,Karanaan,False
2013-05-05,SE-12,Sabah,N.31 Paginatan,1,Yazid Bin Sahjinan,3906,BEBAS,1,154,1.453104359313078,lost_deposit,Paginatan,False
2013-05-05,SE-12,Sabah,N.31 Paginatan,2,Datuk Siringan Gubat,18541,BN,25,5142,48.518588412908095,won,Paginatan,False
2013-05-05,SE-12,Sabah,N.31 Paginatan,3,Amru Bin Abd Kadir,18542,PKR,11,4163,39.280996414417814,lost,Paginatan,False
2013-05-05,SE-12,Sabah,N.31 Paginatan,4,Pedderin @ Feddrin Bin Tuliang @ Tuling,18543,STAR,64,1139,10.747310813361013,lost_deposit,Paginatan,False
2013-05-05,SE-12,Sabah,N.32 Tambunan,1,Joseph Pairin Kitingan,7897,BN,25,5586,48.611957183883035,won,Tambunan,True
2013-05-05,SE-12,Sabah,N.32 Tambunan,2,Justin Bin Yonsoding,18545,BEBAS,1,591,5.143155513010182,lost_deposit,Tambunan,False
2013-05-05,SE-12,Sabah,N.32 Tambunan,3,Wilfred Win Bin Ponil,18546,PKR,11,1744,15.177095117918372,lost,Tambunan,False
2013-05-05,SE-12,Sabah,N.32 Tambunan,4,Nestor Bin Joannes,15867,STAR,64,3507,30.519537028979197,lost,Tambunan,False
2013-05-05,SE-12,Sabah,N.32 Tambunan,5,Francis Koh,17180,BEBAS,1,63,0.5482551562092072,lost_deposit,Tambunan,False
2013-05-05,SE-12,Sabah,N.33 Bingkor,1,Ricky @ Roland Sedomon,18549,BEBAS,1,111,0.8724357462862532,lost_deposit,Bingkor,False
2013-05-05,SE-12,Sabah,N.33 Bingkor,2,Ahmad Shah Tambakau,18550,PKR,11,2368,18.611962587440072,lost,Bingkor,False
2013-05-05,SE-12,Sabah,N.33 Bingkor,3,Kennedy John Angian,18551,BN,25,4894,38.46577065157589,lost,Bingkor,False
2013-05-05,SE-12,Sabah,N.33 Bingkor,4,Datuk Dr. Jeffrey Kitingan,17184,STAR,64,5350,42.049831014697794,won,Bingkor,False
2013-05-05,SE-12,Sabah,N.34 Liawan,1,Sairin Bin Karno,12404,BN,25,5383,47.49007498897221,won,Liawan,True
2013-05-05,SE-12,Sabah,N.34 Liawan,2,Paul Bunsu Bin Gitang @ Paul Gitang,18554,PKR,11,3631,32.03352448169387,lost,Liawan,False
2013-05-05,SE-12,Sabah,N.34 Liawan,3,Nusleh Bin Madarak,18555,BEBAS,1,18,0.1588001764446405,lost_deposit,Liawan,False
2013-05-05,SE-12,Sabah,N.34 Liawan,4,Johari Tahir,18556,SAPP,66,236,2.0820467578297306,lost_deposit,Liawan,False
2013-05-05,SE-12,Sabah,N.34 Liawan,5,Nicholas James Guntobon,18557,STAR,64,2067,18.23555359505955,lost,Liawan,False
2013-05-05,SE-12,Sabah,N.35 Melalap,1,Datuk Radin Malleh,17190,BN,25,4643,48.34947412267,won,Melalap,True
2013-05-05,SE-12,Sabah,N.35 Melalap,2,Roger Bin Stimin,18559,SAPP,66,2044,21.28501509944809,lost,Melalap,False
2013-05-05,SE-12,Sabah,N.35 Melalap,3,Noorita Binti Sual,18560,DAP,18,1992,20.743517650734145,lost,Melalap,False
2013-05-05,SE-12,Sabah,N.35 Melalap,4,Kong Fui Seng,18561,STAR,64,924,9.621993127147768,lost_deposit,Melalap,False
2013-05-05,SE-12,Sabah,N.36 Kemabong,1,Rubin Bin Balang,4335,BN,25,5765,53.8785046728972,won,Kemabong,True
2013-05-05,SE-12,Sabah,N.36 Kemabong,2,William Ensor Bin Tingkalor,18563,SAPP,66,1047,9.785046728971961,lost_deposit,Kemabong,False
2013-05-05,SE-12,Sabah,N.36 Kemabong,3,Tay Jin Kiong @ Alfred,18564,STAR,64,1155,10.794392523364486,lost_deposit,Kemabong,False
2013-05-05,SE-12,Sabah,N.36 Kemabong,4,Biou Bin Suyan,18565,PKR,11,2733,25.542056074766357,lost,Kemabong,False
2013-05-05,SE-12,Sabah,N.37 Sook,1,Ellron Bin Angin,2533,BN,25,7223,54.579114402297115,won,Sook,True
2013-05-05,SE-12,Sabah,N.37 Sook,2,Liberty @ Alibi Bin Lopog,18567,PKR,11,1911,14.440078585461691,lost,Sook,False
2013-05-05,SE-12,Sabah,N.37 Sook,3,Kustin Bin Ladi,18568,STAR,64,2828,21.369200544053196,lost,Sook,False
2013-05-05,SE-12,Sabah,N.37 Sook,4,Chong Yu Chee @ Frankie,18569,SAPP,66,1226,9.264016926099442,lost_deposit,Sook,False
2013-05-05,SE-12,Sabah,N.37 Sook,5,Rusayidi Bin Abdullah,18570,BEBAS,1,46,0.3475895420885598,lost_deposit,Sook,False
2013-05-05,SE-12,Sabah,N.38 Nabawan,1,Datuk Bobbey Suan,17200,BN,25,3816,49.82373678025852,won,Nabawan,True
2013-05-05,SE-12,Sabah,N.38 Nabawan,2,Sidum Bin Manjin,17197,BERSAMA,70,41,0.5353179266222745,lost_deposit,Nabawan,False
2013-05-05,SE-12,Sabah,N.38 Nabawan,3,Raymond Bin Ahuar,4338,PKR,11,3474,45.35840188014101,lost,Nabawan,False
2013-05-05,SE-12,Sabah,N.38 Nabawan,4,Fatimah Binti Agitor @ Mohd Daud,3914,BEBAS,1,18,0.23501762632197415,lost_deposit,Nabawan,False
2013-05-05,SE-12,Sabah,N.38 Nabawan,5,George Eram @ George Iram,18575,STAR,64,310,4.047525786656221,lost_deposit,Nabawan,False
2013-05-05,SE-12,Sabah,N.39 Sugut,1,Abdul Rahman Bin Atang,1494,BEBAS,1,1465,21.389983939261207,lost,Sugut,False
2013-05-05,SE-12,Sabah,N.39 Sugut,2,Datuk James Bin Ratib,18577,BN,25,4285,62.56387793838517,won,Sugut,False
2013-05-05,SE-12,Sabah,N.39 Sugut,3,Pagrios @ Petrus Bin Zabang,18578,PKR,11,647,9.446634545189077,lost_deposit,Sugut,False
2013-05-05,SE-12,Sabah,N.39 Sugut,4,Datu Kamaruddin Bin Datu Mustapha,18579,BEBAS,1,111,1.6206745510293472,lost_deposit,Sugut,False
2013-05-05,SE-12,Sabah,N.39 Sugut,5,Masiawan Kunching,18580,STAR,64,341,4.978829026135203,lost_deposit,Sugut,False
2013-05-05,SE-12,Sabah,N.40 Labuk,1,Metah @ Micheal Bin Asang,14722,BN,25,7408,64.26092990978486,won,Labuk,False
2013-05-05,SE-12,Sabah,N.40 Labuk,2,Datuk Tan Yong Gee,18582,PKR,11,2882,25.0,lost,Labuk,False
2013-05-05,SE-12,Sabah,N.40 Labuk,3,Pinus Bin Gondili,18583,STAR,64,1238,10.73907009021513,lost_deposit,Labuk,False
2013-05-05,SE-12,Sabah,N.41 Gum-Gum,1,Hassan Bin Hami @ Hamid,18584,STAR,64,301,3.329646017699115,lost_deposit,Gum-Gum,False
2013-05-05,SE-12,Sabah,N.41 Gum-Gum,2,Ahmad Thamrin,18585,PKR,11,3191,35.29867256637168,lost,Gum-Gum,False
2013-05-05,SE-12,Sabah,N.41 Gum-Gum,3,Zakaria Bin Mohd. Edris,18586,BN,25,5548,61.3716814159292,won,Gum-Gum,True
2013-05-05,SE-12,Sabah,N.42 Sungai Sibuga,1,Musa Bin Aman,12357,BN,25,16637,74.31877066023408,won,Sungai Sibuga,True
2013-05-05,SE-12,Sabah,N.42 Sungai Sibuga,2,Mohd Arshad Bin Abdul,18588,BEBAS,1,201,0.8978826051996784,lost_deposit,Sungai Sibuga,False
2013-05-05,SE-12,Sabah,N.42 Sungai Sibuga,3,A.M. Jaffar Bin Juana,18589,SAPP,66,265,1.1837755740194764,lost_deposit,Sungai Sibuga,False
2013-05-05,SE-12,Sabah,N.42 Sungai Sibuga,4,Mohd Roslan Bin Yussof,18590,STAR,64,215,0.9604216921290092,lost_deposit,Sungai Sibuga,False
2013-05-05,SE-12,Sabah,N.42 Sungai Sibuga,5,Irwanshah Bin Mustapa,4349,PKR,11,5068,22.63914946841776,lost,Sungai Sibuga,False
2013-05-05,SE-12,Sabah,N.43 Sekong,1,Musah Bin Ghani,18592,PKR,11,3368,31.27205199628598,lost,Sekong,False
2013-05-05,SE-12,Sabah,N.43 Sekong,2,Ahmad Bin Ibrahim,7716,STAR,64,100,0.9285051067780872,lost_deposit,Sekong,False
2013-05-05,SE-12,Sabah,N.43 Sekong,3,Hj. Awang Bin Hj. Othman .,18594,SAPP,66,354,3.286908077994429,lost_deposit,Sekong,False
2013-05-05,SE-12,Sabah,N.43 Sekong,4,Datu Ilahan Bin Datu Amilbangsa,18595,BEBAS,1,50,0.4642525533890436,lost_deposit,Sekong,False
2013-05-05,SE-12,Sabah,N.43 Sekong,5,Samsudin Bin Yahya,15894,BN,25,6898,64.04828226555246,won,Sekong,True
2013-05-05,SE-12,Sabah,N.44 Karamunting,1,Chong Ket Kiun,18597,DAP,18,5380,44.95696498704771,lost,Karamunting,False
2013-05-05,SE-12,Sabah,N.44 Karamunting,2,Yong Vui Min,18598,SAPP,66,352,2.9414222445057243,lost_deposit,Karamunting,False
2013-05-05,SE-12,Sabah,N.44 Karamunting,3,Charles O Pang,18599,BN,25,6235,52.10161276844656,won,Karamunting,False
2013-05-05,SE-12,Sabah,N.45 Elopura,1,Liau Fook Kong,18600,SAPP,66,469,2.854881908935963,lost_deposit,Elopura,False
2013-05-05,SE-12,Sabah,N.45 Elopura,2,Au Kam Wah,15900,BN,25,8105,49.33649866082298,won,Elopura,True
2013-05-05,SE-12,Sabah,N.45 Elopura,3,Hiew Vun Zin,18602,DAP,18,7854,47.80861943024105,lost,Elopura,False
2013-05-05,SE-12,Sabah,N.46 Tanjong Papat,1,Frankie Poon,18603,DAP,18,4631,42.195899772209565,lost,Tanjong Papat,False
2013-05-05,SE-12,Sabah,N.46 Tanjong Papat,2,Ken Yong Chie Man,18604,SAPP,66,191,1.7403189066059226,lost_deposit,Tanjong Papat,False
2013-05-05,SE-12,Sabah,N.46 Tanjong Papat,3,Raymond Tan Shu Kiah,17226,BN,25,6153,56.063781321184514,won,Tanjong Papat,True
2013-05-05,SE-12,Sabah,N.47 Kuamut,1,Mustapa Bin Datu Tambuyong,17228,PKR,11,2989,25.347693351424695,lost,Kuamut,False
2013-05-05,SE-12,Sabah,N.47 Kuamut,2,Edward Podok,18607,STAR,64,1196,10.14246947082768,lost_deposit,Kuamut,False
2013-05-05,SE-12,Sabah,N.47 Kuamut,3,Masiung Banah,17229,BN,25,7607,64.50983717774763,won,Kuamut,True
2013-05-05,SE-12,Sabah,N.48 Sukau,1,Datuk Saddi Bin Abdu Rahman,18609,BN,25,5851,77.30215352094068,won,Sukau,True
2013-05-05,SE-12,Sabah,N.48 Sukau,2,Aprin Bin Musin,18610,SAPP,66,89,1.1758488571806052,lost_deposit,Sukau,False
2013-05-05,SE-12,Sabah,N.48 Sukau,3,Hj Ahdah Bin Hj Sulaiman,17233,PAS,3,1432,18.919275994186815,lost,Sukau,False
2013-05-05,SE-12,Sabah,N.48 Sukau,4,Juhori Bin Paritai,18612,STAR,64,197,2.602721627691901,lost_deposit,Sukau,False
2013-05-05,SE-12,Sabah,N.49 Tungku,1,Mohd. Azlan Tsen Abdullah,18613,BEBAS,1,96,0.871301506625522,lost_deposit,Tungku,False
2013-05-05,SE-12,Sabah,N.49 Tungku,2,Dato Shuaib Bin Dato Mutalib,18614,SAPP,66,373,3.38536939553458,lost_deposit,Tungku,False
2013-05-05,SE-12,Sabah,N.49 Tungku,3,Datuk Mohd Suhaili Bin Said,18615,BN,25,7848,71.22889816663641,won,Tungku,True
